No teiku master tabulas,Garais nosaukums,Kods,Veids,,,,,,
"Bienemann, ""Livl. Sagenbuch"" 193, 231.","Bienemann Friedrich ""Livländisches sagenbuch""",BF,apkopojums,1897,,,,,
"Bienemann, ""Livl. Sagenbuch"" 194, 233.","Bienemann Friedrich ""Livländisches sagenbuch""",BF,apkopojums,1897,,,,,
"Bienemann, ""Livl. Sagenbuch"" 278, 289.","Bienemann Friedrich ""Livländisches sagenbuch""",BF,apkopojums,1897,,,,,
"Bienemann, Livl. Sagenbuch, 104, 131.","Bienemann Friedrich ""Livländisches sagenbuch""",BF,apkopojums,1897,,,,,
"Bienemann, Livl. Sagenbuch, 135, 175.","Bienemann Friedrich ""Livländisches sagenbuch""",BF,apkopojums,1897,,,,,
"Bienemann, Livl. Sagenbuch, 138, 177, 2.","Bienemann Friedrich ""Livländisches sagenbuch""",BF,apkopojums,1897,,,,,
"Bienemann, Livl. Sagenbuch, 150, 180.","Bienemann Friedrich ""Livländisches sagenbuch""",BF,apkopojums,1897,,,,,
"Bienemann, Livl. Sagenbuch, 78, 95.","Bienemann Friedrich ""Livländisches sagenbuch""",BF,apkopojums,1897,,,,,
"Bienemann, Livl. Sagenbuch, 81, 99.","Bienemann Friedrich ""Livländisches sagenbuch""",BF,apkopojums,1897,,,,,
"Bienemann, Livländisches Sagenbuch, 148, 186.","Bienemann Friedrich ""Livländisches sagenbuch""",BF,apkopojums,1897,,,,,
"Bienemann, Livländisches Sagenbuch, 193, 232.","Bienemann Friedrich ""Livländisches sagenbuch""",BF,apkopojums,1897,,,,,
"Bīnemaņa L. S. 5, 7. Andrejanoff Lett. Märchen, 18.","Bienemann Friedrich ""Livländisches sagenbuch""",BF,apkopojums,"Andrejanoff Victor von  ""Lettische Märchen""",VVA,apkopojums,,,
"Bienemann. Livländisches Sagenbuch, 146, 184.","Bienemann Friedrich ""Livländisches sagenbuch""",BF,apkopojums,1897,,,,,
"Dr. Fr. Bienemann ""Livländisches Sagenbuch"", 63, 89.","Bienemann Friedrich ""Livländisches sagenbuch""",BF,apkopojums,,,,,,
"F. Bienemann ""Livl. Sagenbuch"", 267, 278.","Bienemann Friedrich ""Livländisches sagenbuch""",BF,apkopojums,,,,,,
"F. Bienemann Livländisches Sagenbuch, 1897, 77, 94.","Bienemann Friedrich ""Livländisches sagenbuch""",BF,apkopojums,,,,,,
"Bienemann, Livländisches Sagenbuch, 145, 181.","Bienemann Friedrich ""Livländisches sagenbuch""",BF,apkopojums,,,,,,
"Fr. Bienemann ""Livl. Sagenbuch"", 108, 139.","Bienemann Friedrich ""Livländisches sagenbuch""",BF,apkopojums,,,,,,
"Fr. Bienemann ""Livl. Sagenbuch"". 168, 209.","Bienemann Friedrich ""Livländisches sagenbuch""",BF,apkopojums,,,,,,
"Fr. Bienemann ""Livländ. Sagenbuch"", 71, 83.","Bienemann Friedrich ""Livländisches sagenbuch""",BF,apkopojums,,,,,,
"Fr. Bienemann ""Livländ. Sagenbuch"", 77. 93.","Bienemann Friedrich ""Livländisches sagenbuch""",BF,apkopojums,,,,,,
"Fr. Bienemann, ""Livl. Sagenbuch"", 108, 140.","Bienemann Friedrich ""Livländisches sagenbuch""",BF,apkopojums,,,,,,
"Fr. Bienemann, Livländisches Sagenbuch, 1897, 194, 234.","Bienemann Friedrich ""Livländisches sagenbuch""",BF,apkopojums,,,,,,
"Fr. Bīnemaņa ""Livländ. Sagenbuch"", 132, 169.","Bienemann Friedrich ""Livländisches sagenbuch""",BF,apkopojums,,,,,,
"Fr. Bienemann ""Livl. Sagenbuch"", 149, 187.","Bienemann Friedrich ""Livländisches sagenbuch""",BF,apkopojums,,,,,,
" Bienemann, Livl. Sagenbuch, 142, 179. LP, VII, II, 62, 15.","Bienemann Friedrich ""Livländisches sagenbuch""",BF,apkopojums,"Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas"" 7. sējuma II daļa",LPA-7,apkopojums,,,
"H. Bīlenšteina ""Das lett. Thiermärchen"", Mag. 1892.","Bīlenšteins Augusts ""Das lettische Thiermärchen""",BA-T,apkopojums,1892,,,,,
"""Brīvā Zeme"", 1928, 9. nov.",Brīvā Zeme,BZ,periodika,,,,,,
"""Dienas Lapa"", 85.",Dienas Lapa,DL,periodika,,,,,,
"""Mūsu tautas pasakas"".","Brīvzemnieks Fricis ""Mūsu tautas pasakas""",BF-MTP,apkopojums,1887,,,,,
"""Sborņik"" 94, 69, 16.","Brīvzemnieks Fricis ""Sbornik materialov po etnografii""",BF-Sborņik,apkopojums,,,,,,
"""Sborņik"", 87, 69, 4.","Brīvzemnieks Fricis ""Sbornik materialov po etnografii""",BF-Sborņik,apkopojums,,,,,,
"""Sborņik"".","Brīvzemnieks Fricis ""Sbornik materialov po etnografii""",BF-Sborņik,apkopojums,,,,,,
"""Sborņik"".","Brīvzemnieks Fricis ""Sbornik materialov po etnografii""",BF-Sborņik,apkopojums,,,,,,
"""Sborņik"".","Brīvzemnieks Fricis ""Sbornik materialov po etnografii""",BF-Sborņik,apkopojums,,,,,,
"""Sborņik"".","Brīvzemnieks Fricis ""Sbornik materialov po etnografii""",BF-Sborņik,apkopojums,,,,,,
"""Sborņik"".","Brīvzemnieks Fricis ""Sbornik materialov po etnografii""",BF-Sborņik,apkopojums,,,,,,
"""Sborņik"".","Brīvzemnieks Fricis ""Sbornik materialov po etnografii""",BF-Sborņik,apkopojums,,,,,,
"""Sborņik"".","Brīvzemnieks Fricis ""Sbornik materialov po etnografii""",BF-Sborņik,apkopojums,,,,,,
"""Sborņik"".","Brīvzemnieks Fricis ""Sbornik materialov po etnografii""",BF-Sborņik,apkopojums,,,,,,
"Brīvzemnieka ""Sborņik"" 22, 23. ","Brīvzemnieks Fricis ""Sbornik materialov po etnografii""",BF-Sborņik,apkopojums,,,,,,
"Brīvzemnieka ""Sborņik"" 34, 30 piez.","Brīvzemnieks Fricis ""Sbornik materialov po etnografii""",BF-Sborņik,apkopojums,,,,,,
"Brīvzemnieka ""Sborņik"" 83, 67.","Brīvzemnieks Fricis ""Sbornik materialov po etnografii""",BF-Sborņik,apkopojums,,,,,,
"Brīvzemnieka ""Sborņik"" 90, 69, 10.","Brīvzemnieks Fricis ""Sbornik materialov po etnografii""",BF-Sborņik,apkopojums,,,,,,
"Brīvzemnieka ""Sborņik"", 10, 7.","Brīvzemnieks Fricis ""Sbornik materialov po etnografii""",BF-Sborņik,apkopojums,,,,,,
"Brīvzemnieka ""Sborņik"", 100, 71, 2.","Brīvzemnieks Fricis ""Sbornik materialov po etnografii""",BF-Sborņik,apkopojums,,,,,,
"Brīvzemnieka ""Sborņik"", 102, 71, 5.","Brīvzemnieks Fricis ""Sbornik materialov po etnografii""",BF-Sborņik,apkopojums,,,,,,
"Brīvzemnieka ""Sborņik"", 104, 71, 7.","Brīvzemnieks Fricis ""Sbornik materialov po etnografii""",BF-Sborņik,apkopojums,,,,,,
"Brīvzemnieka ""Sborņik"", 104, 71, 8.","Brīvzemnieks Fricis ""Sbornik materialov po etnografii""",BF-Sborņik,apkopojums,,,,,,
"Brīvzemnieka ""Sborņik"", 11, 8.","Brīvzemnieks Fricis ""Sbornik materialov po etnografii""",BF-Sborņik,apkopojums,,,,,,
"Brīvzemnieka ""Sborņik"", 11, 9.","Brīvzemnieks Fricis ""Sbornik materialov po etnografii""",BF-Sborņik,apkopojums,,,,,,
"Brīvzemnieka ""Sborņik"", 113, 74.","Brīvzemnieks Fricis ""Sbornik materialov po etnografii""",BF-Sborņik,apkopojums,,,,,,
"Brīvzemnieka ""Sborņik"", 114, 75.","Brīvzemnieks Fricis ""Sbornik materialov po etnografii""",BF-Sborņik,apkopojums,,,,,,
"Brīvzemnieka ""Sborņik"", 114, 76.","Brīvzemnieks Fricis ""Sbornik materialov po etnografii""",BF-Sborņik,apkopojums,,,,,,
"Brīvzemnieka ""Sborņik"", 135, 92.","Brīvzemnieks Fricis ""Sbornik materialov po etnografii""",BF-Sborņik,apkopojums,,,,,,
"Brīvzemnieka ""Sborņik"", 136, 94.","Brīvzemnieks Fricis ""Sbornik materialov po etnografii""",BF-Sborņik,apkopojums,,,,,,
"Brīvzemnieka ""Sborņik"", 138.","Brīvzemnieks Fricis ""Sbornik materialov po etnografii""",BF-Sborņik,apkopojums,,,,,,
"Brīvzemnieka ""Sborņik"", 143, 98.","Brīvzemnieks Fricis ""Sbornik materialov po etnografii""",BF-Sborņik,apkopojums,,,,,,
"Brīvzemnieka ""Sborņik"", 17, 17.","Brīvzemnieks Fricis ""Sbornik materialov po etnografii""",BF-Sborņik,apkopojums,,,,,,
"Brīvzemnieka ""Sborņik"", 21, 21.","Brīvzemnieks Fricis ""Sbornik materialov po etnografii""",BF-Sborņik,apkopojums,,,,,,
"Brīvzemnieka ""Sborņik"", 24., piez.","Brīvzemnieks Fricis ""Sbornik materialov po etnografii""",BF-Sborņik,apkopojums,,,,,,
"Brīvzemnieka ""Sborņik"", 274, 134.","Brīvzemnieks Fricis ""Sbornik materialov po etnografii""",BF-Sborņik,apkopojums,,,,,,
"Brīvzemnieka ""Sborņik"", 33, 30. ","Brīvzemnieks Fricis ""Sbornik materialov po etnografii""",BF-Sborņik,apkopojums,,,,,,
"Brīvzemnieka ""Sborņik"", 34, 30 piez.","Brīvzemnieks Fricis ""Sbornik materialov po etnografii""",BF-Sborņik,apkopojums,,,,,,
"Brīvzemnieka ""Sborņik"", 43, 40.","Brīvzemnieks Fricis ""Sbornik materialov po etnografii""",BF-Sborņik,apkopojums,,,,,,
"Brīvzemnieka ""Sborņik"", 45, 43.","Brīvzemnieks Fricis ""Sbornik materialov po etnografii""",BF-Sborņik,apkopojums,,,,,,
"Brīvzemnieka ""Sborņik"", 5, 1.","Brīvzemnieks Fricis ""Sbornik materialov po etnografii""",BF-Sborņik,apkopojums,,,,,,
"Brīvzemnieka ""Sborņik"", 5, 1.","Brīvzemnieks Fricis ""Sbornik materialov po etnografii""",BF-Sborņik,apkopojums,,,,,,
"Brīvzemnieka ""Sborņik"", 53, 48.","Brīvzemnieks Fricis ""Sbornik materialov po etnografii""",BF-Sborņik,apkopojums,,,,,,
"Brīvzemnieka ""Sborņik"", 6, 2.","Brīvzemnieks Fricis ""Sbornik materialov po etnografii""",BF-Sborņik,apkopojums,,,,,,
"Brīvzemnieka ""Sborņik"", 75, 61.","Brīvzemnieks Fricis ""Sbornik materialov po etnografii""",BF-Sborņik,apkopojums,,,,,,
"Brīvzemnieka ""Sborņik"", 76, 62.","Brīvzemnieks Fricis ""Sbornik materialov po etnografii""",BF-Sborņik,apkopojums,,,,,,
"Brīvzemnieka ""Sborņik"", 80, 64.","Brīvzemnieks Fricis ""Sbornik materialov po etnografii""",BF-Sborņik,apkopojums,,,,,,
"Brīvzemnieka ""Sborņik"", 82, 68.","Brīvzemnieks Fricis ""Sbornik materialov po etnografii""",BF-Sborņik,apkopojums,,,,,,
"Brīvzemnieka ""Sborņik"", 83, 67.","Brīvzemnieks Fricis ""Sbornik materialov po etnografii""",BF-Sborņik,apkopojums,,,,,,
"Brīvzemnieka ""Sborņik"", 85, 65.","Brīvzemnieks Fricis ""Sbornik materialov po etnografii""",BF-Sborņik,apkopojums,,,,,,
"Brīvzemnieka ""Sborņik"", 92, 69, 14.","Brīvzemnieks Fricis ""Sbornik materialov po etnografii""",BF-Sborņik,apkopojums,,,,,,
"Brīvzemnieka ""Sborņik"", 93, 69, 14.","Brīvzemnieks Fricis ""Sbornik materialov po etnografii""",BF-Sborņik,apkopojums,,,,,,
"Brīvzemnieka ""Sborņik"", 98, 703.","Brīvzemnieks Fricis ""Sbornik materialov po etnografii""",BF-Sborņik,apkopojums,,,,,,
"Brīvzemnieka ""Sborņik"", 99, 71, 1.","Brīvzemnieks Fricis ""Sbornik materialov po etnografii""",BF-Sborņik,apkopojums,,,,,,
"Brīvzemnieka ""Sborņik"".","Brīvzemnieks Fricis ""Sbornik materialov po etnografii""",BF-Sborņik,apkopojums,,,,,,
"Brīvzemnieka ""Sborņik"".","Brīvzemnieks Fricis ""Sbornik materialov po etnografii""",BF-Sborņik,apkopojums,,,,,,
"Brīvzemnieka ""Sborņik"".","Brīvzemnieks Fricis ""Sbornik materialov po etnografii""",BF-Sborņik,apkopojums,,,,,,
"Brīvzemnieka ""Sborņik"".","Brīvzemnieks Fricis ""Sbornik materialov po etnografii""",BF-Sborņik,apkopojums,,,,,,
"Brīvzemnieka ""Sborņik"".","Brīvzemnieks Fricis ""Sbornik materialov po etnografii""",BF-Sborņik,apkopojums,,,,,,
"Brīvzemnieka ""Sborņik"".","Brīvzemnieks Fricis ""Sbornik materialov po etnografii""",BF-Sborņik,apkopojums,,,,,,
"Brīvzemnieka ""Sborņik"".","Brīvzemnieks Fricis ""Sbornik materialov po etnografii""",BF-Sborņik,apkopojums,,,,,,
"Brīvzemnieka ""Sborņik"".","Brīvzemnieks Fricis ""Sbornik materialov po etnografii""",BF-Sborņik,apkopojums,,,,,,
"Brīvzemnieka ""Sborņik"".","Brīvzemnieks Fricis ""Sbornik materialov po etnografii""",BF-Sborņik,apkopojums,,,,,,
"Brīvzemnieka ""Sborņik"".","Brīvzemnieks Fricis ""Sbornik materialov po etnografii""",BF-Sborņik,apkopojums,,,,,,
"Brīvzemnieka ""Sborņik"".","Brīvzemnieks Fricis ""Sbornik materialov po etnografii""",BF-Sborņik,apkopojums,,,,,,
"Brīvzemnieka ""Sborņik"".","Brīvzemnieks Fricis ""Sbornik materialov po etnografii""",BF-Sborņik,apkopojums,,,,,,
"Brīvzemnieka ""Sborņik"".","Brīvzemnieks Fricis ""Sbornik materialov po etnografii""",BF-Sborņik,apkopojums,,,,,,
"Brīvzemnieka ""Sborņik"".","Brīvzemnieks Fricis ""Sbornik materialov po etnografii""",BF-Sborņik,apkopojums,,,,,,
"Brīvzemnieka ""Sborņik"".","Brīvzemnieks Fricis ""Sbornik materialov po etnografii""",BF-Sborņik,apkopojums,,,,,,
"Brīvzemnieka ""Sborņik"".","Brīvzemnieks Fricis ""Sbornik materialov po etnografii""",BF-Sborņik,apkopojums,,,,,,
"Brīvzemnieka ""Sborņik"".","Brīvzemnieks Fricis ""Sbornik materialov po etnografii""",BF-Sborņik,apkopojums,,,,,,
"Brīvzemnieka ""Sborņik"".","Brīvzemnieks Fricis ""Sbornik materialov po etnografii""",BF-Sborņik,apkopojums,,,,,,
"Brīvzemnieka ""Sborņik"".","Brīvzemnieks Fricis ""Sbornik materialov po etnografii""",BF-Sborņik,apkopojums,,,,,,
"Brīvzemnieka ""Sborņik"".","Brīvzemnieks Fricis ""Sbornik materialov po etnografii""",BF-Sborņik,apkopojums,,,,,,
"Brīvzemnieka ""Sborņik"".","Brīvzemnieks Fricis ""Sbornik materialov po etnografii""",BF-Sborņik,apkopojums,,,,,,
"Brīvzemnieka ""Sborņik"".","Brīvzemnieks Fricis ""Sbornik materialov po etnografii""",BF-Sborņik,apkopojums,,,,,,
"Brīvzemnieka ""Sborņik"".","Brīvzemnieks Fricis ""Sbornik materialov po etnografii""",BF-Sborņik,apkopojums,,,,,,
"Brīvzemnieka ""Sborņik"".","Brīvzemnieks Fricis ""Sbornik materialov po etnografii""",BF-Sborņik,apkopojums,,,,,,
"Brīvzemnieka ""Sborņik"".","Brīvzemnieks Fricis ""Sbornik materialov po etnografii""",BF-Sborņik,apkopojums,,,,,,
"Brīvzemnieka ""Sborņik"".","Brīvzemnieks Fricis ""Sbornik materialov po etnografii""",BF-Sborņik,apkopojums,,,,,,
"Brīvzemnieka Sborņik, 101, 71, 3.","Brīvzemnieks Fricis ""Sbornik materialov po etnografii""",BF-Sborņik,apkopojums,,,,,,
"Brīvzemnieka Sborņik, 101, 71, 4.","Brīvzemnieks Fricis ""Sbornik materialov po etnografii""",BF-Sborņik,apkopojums,,,,,,
"Brīvzemnieka Sborņik, 103, 71, 6.","Brīvzemnieks Fricis ""Sbornik materialov po etnografii""",BF-Sborņik,apkopojums,,,,,,
"Brīvzemnieka Sborņik, 11, 10.","Brīvzemnieks Fricis ""Sbornik materialov po etnografii""",BF-Sborņik,apkopojums,,,,,,
"Brīvzemnieka Sborņik, 40, 36.","Brīvzemnieks Fricis ""Sbornik materialov po etnografii""",BF-Sborņik,apkopojums,,,,,,
"Brīvzemnieka Sborņik, 40, 36.","Brīvzemnieks Fricis ""Sbornik materialov po etnografii""",BF-Sborņik,apkopojums,,,,,,
"Fr. Brīvzemnieka ""Sborņik"", 23. piez.","Brīvzemnieks Fricis ""Sbornik materialov po etnografii""",BF-Sborņik,apkopojums,,,,,,
"Fr. Brīvzemnieka ""Sborņik"".","Brīvzemnieks Fricis ""Sbornik materialov po etnografii""",BF-Sborņik,apkopojums,,,,,,
"Fr. Brīvzemnieks, ""Sborņik"".","Brīvzemnieks Fricis ""Sbornik materialov po etnografii""",BF-Sborņik,apkopojums,,,,,,
"1879. g., Brīvz. kr.",Brīvzemnieks Fricis krājums,BF-Krājums,apkopojums,,,,,,
Brīvz. Kr.,Brīvzemnieks Fricis krājums,BF-Krājums,apkopojums,,,,,,
Brīvz. kr.,Brīvzemnieks Fricis krājums,BF-Krājums,apkopojums,,,,,,
Brīvz. kr.,Brīvzemnieks Fricis krājums,BF-Krājums,apkopojums,,,,,,
Brīvz. kr.,Brīvzemnieks Fricis krājums,BF-Krājums,apkopojums,,,,,,
Brīvz. kr.,Brīvzemnieks Fricis krājums,BF-Krājums,apkopojums,,,,,,
Brīvz. kr. 1879.,Brīvzemnieks Fricis krājums,BF-Krājums,apkopojums,,,,,,
Brīvzemnieka kr.,Brīvzemnieks Fricis krājums,BF-Krājums,apkopojums,,,,,,
Brīvzemnieka kr.,Brīvzemnieks Fricis krājums,BF-Krājums,apkopojums,,,,,,
Brīvzemnieka kr.,Brīvzemnieks Fricis krājums,BF-Krājums,apkopojums,,,,,,
Brīvzemnieka kr.,Brīvzemnieks Fricis krājums,BF-Krājums,apkopojums,,,,,,
Brīvzemnieka kr.,Brīvzemnieks Fricis krājums,BF-Krājums,apkopojums,,,,,,
Brīvzemnieka kr.,Brīvzemnieks Fricis krājums,BF-Krājums,apkopojums,,,,,,
Brīvzemnieka kr.,Brīvzemnieks Fricis krājums,BF-Krājums,apkopojums,,,,,,
Brīvzemnieka kr.,Brīvzemnieks Fricis krājums,BF-Krājums,apkopojums,,,,,,
Brīvzemnieka kr.,Brīvzemnieks Fricis krājums,BF-Krājums,apkopojums,,,,,,
Brīvzemnieka kr.,Brīvzemnieks Fricis krājums,BF-Krājums,apkopojums,,,,,,
Brīvzemnieka kr.,Brīvzemnieks Fricis krājums,BF-Krājums,apkopojums,,,,,,
Brīvzemnieka kr.,Brīvzemnieks Fricis krājums,BF-Krājums,apkopojums,,,,,,
Brīvzemnieka kr.,Brīvzemnieks Fricis krājums,BF-Krājums,apkopojums,,,,,,
Brīvzemnieka kr.,Brīvzemnieks Fricis krājums,BF-Krājums,apkopojums,,,,,,
Brīvzemnieka kr.,Brīvzemnieks Fricis krājums,BF-Krājums,apkopojums,,,,,,
Brīvzemnieka kr.,Brīvzemnieks Fricis krājums,BF-Krājums,apkopojums,,,,,,
Brīvzemnieka kr.,Brīvzemnieks Fricis krājums,BF-Krājums,apkopojums,,,,,,
Brīvzemnieka kr.,Brīvzemnieks Fricis krājums,BF-Krājums,apkopojums,,,,,,
Brīvzemnieka kr.,Brīvzemnieks Fricis krājums,BF-Krājums,apkopojums,,,,,,
Brīvzemnieka kr.,Brīvzemnieks Fricis krājums,BF-Krājums,apkopojums,,,,,,
Brīvzemnieka kr.,Brīvzemnieks Fricis krājums,BF-Krājums,apkopojums,,,,,,
Brīvzemnieka kr.,Brīvzemnieks Fricis krājums,BF-Krājums,apkopojums,,,,,,
Brīvzemnieka kr.,Brīvzemnieks Fricis krājums,BF-Krājums,apkopojums,,,,,,
Brīvzemnieka kr.,Brīvzemnieks Fricis krājums,BF-Krājums,apkopojums,,,,,,
Brīvzemnieka kr.,Brīvzemnieks Fricis krājums,BF-Krājums,apkopojums,,,,,,
Brīvzemnieka kr.,Brīvzemnieks Fricis krājums,BF-Krājums,apkopojums,,,,,,
Brīvzemnieka kr.,Brīvzemnieks Fricis krājums,BF-Krājums,apkopojums,,,,,,
Brīvzemnieka kr.,Brīvzemnieks Fricis krājums,BF-Krājums,apkopojums,,,,,,
Brīvzemnieka kr.,Brīvzemnieks Fricis krājums,BF-Krājums,apkopojums,,,,,,
Brīvzemnieka kr.,Brīvzemnieks Fricis krājums,BF-Krājums,apkopojums,,,,,,
Brīvzemnieka kr.,Brīvzemnieks Fricis krājums,BF-Krājums,apkopojums,,,,,,
Brīvzemnieka kr.,Brīvzemnieks Fricis krājums,BF-Krājums,apkopojums,,,,,,
Brīvzemnieka kr.,Brīvzemnieks Fricis krājums,BF-Krājums,apkopojums,,,,,,
Brīvzemnieka kr.,Brīvzemnieks Fricis krājums,BF-Krājums,apkopojums,,,,,,
Brīvzemnieka kr.,Brīvzemnieks Fricis krājums,BF-Krājums,apkopojums,,,,,,
Brīvzemnieka kr.,Brīvzemnieks Fricis krājums,BF-Krājums,apkopojums,,,,,,
Brīvzemnieka kr.,Brīvzemnieks Fricis krājums,BF-Krājums,apkopojums,,,,,,
Brīvzemnieka kr.,Brīvzemnieks Fricis krājums,BF-Krājums,apkopojums,,,,,,
Brīvzemnieka kr.,Brīvzemnieks Fricis krājums,BF-Krājums,apkopojums,,,,,,
Brīvzemnieka kr.,Brīvzemnieks Fricis krājums,BF-Krājums,apkopojums,,,,,,
Brīvzemnieka kr.,Brīvzemnieks Fricis krājums,BF-Krājums,apkopojums,,,,,,
Brīvzemnieka kr.,Brīvzemnieks Fricis krājums,BF-Krājums,apkopojums,,,,,,
Brīvzemnieka kr.,Brīvzemnieks Fricis krājums,BF-Krājums,apkopojums,,,,,,
Brīvzemnieka kr.,Brīvzemnieks Fricis krājums,BF-Krājums,apkopojums,,,,,,
Brīvzemnieka kr.,Brīvzemnieks Fricis krājums,BF-Krājums,apkopojums,,,,,,
Brīvzemnieka kr.,Brīvzemnieks Fricis krājums,BF-Krājums,apkopojums,,,,,,
Brīvzemnieka kr.,Brīvzemnieks Fricis krājums,BF-Krājums,apkopojums,,,,,,
Brīvzemnieka kr.,Brīvzemnieks Fricis krājums,BF-Krājums,apkopojums,,,,,,
Brīvzemnieka kr.,Brīvzemnieks Fricis krājums,BF-Krājums,apkopojums,,,,,,
Brīvzemnieka kr.,Brīvzemnieks Fricis krājums,BF-Krājums,apkopojums,,,,,,
Brīvzemnieka kr.,Brīvzemnieks Fricis krājums,BF-Krājums,apkopojums,,,,,,
Brīvzemnieka kr.,Brīvzemnieks Fricis krājums,BF-Krājums,apkopojums,,,,,,
Brīvzemnieka kr.,Brīvzemnieks Fricis krājums,BF-Krājums,apkopojums,,,,,,
Brīvzemnieka kr.,Brīvzemnieks Fricis krājums,BF-Krājums,apkopojums,,,,,,
Brīvzemnieka kr.,Brīvzemnieks Fricis krājums,BF-Krājums,apkopojums,,,,,,
Brīvzemnieka kr.,Brīvzemnieks Fricis krājums,BF-Krājums,apkopojums,,,,,,
Brīvzemnieka kr.,Brīvzemnieks Fricis krājums,BF-Krājums,apkopojums,,,,,,
Brīvzemnieka kr. ,Brīvzemnieks Fricis krājums,BF-Krājums,apkopojums,,,,,,
Brīvzemnieka krājums.,Brīvzemnieks Fricis krājums,BF-Krājums,apkopojums,,,,,,
Brīvzemnieku kr.,Brīvzemnieks Fricis krājums,BF-Krājums,apkopojums,,,,,,
M. Celmiņa kr.,Celmiņa Mārtiņa krājums,CM,apkopojums,,,,,,
M. Celmiņa kr.,Celmiņa Mārtiņa krājums,CM,apkopojums,,,,,,
M. Celmiņa kr.,Celmiņa Mārtiņa krājums,CM,apkopojums,,,,,,
M. Celmiņa kr.,Celmiņa Mārtiņa krājums,CM,apkopojums,,,,,,
M. Celmiņa kr.,Celmiņa Mārtiņa krājums,CM,apkopojums,,,,,,
M. Celmiņa kr.,Celmiņa Mārtiņa krājums,CM,apkopojums,,,,,,
M. Celmiņa kr.,Celmiņa Mārtiņa krājums,CM,apkopojums,,,,,,
M. Celmiņa kr.,Celmiņa Mārtiņa krājums,CM,apkopojums,,,,,,
M. Celmiņa krājums.,Celmiņa Mārtiņa krājums,CM,apkopojums,,,,,,
K. Corbika kr.,Corbika Kārļa krājums,CK,rakstu krājums,,,,,,
"St. Cunska ""Latvīšu tautas posokas,"" nr. 3.","Cunska Staņislava ""Latvīšu tautas posokas""",CS,apkopojums,,,,,,
"""Dienas Lapa"".",Dienas Lapa,DL,periodika,,,,,,
"""Dienas Lapa"".",Dienas Lapa,DL,periodika,,,,,,
"""Inland"" 1844. g. Bienemaņa ""Livl. Sagenbuch"", 104, 131. LP, VII, II, 64, 5.",Inland,Inland,periodika,"Bienemann Friedrich ""Livländisches sagenbuch""",BF,apkopojums,"Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas"" 7. sējuma II daļa",LPA-7,apkopojums
"Etn. IV, 1894.",Dienas Lapa,DL,periodika,,,,,,
"D. Ozoliņa ""Raganas"", Etn. III, 1893.",Dienas Lapa,DL,periodika,,,,,,
"D. Ozoliņa ""Raganas"", Etn. III, 1893.",Dienas Lapa,DL,periodika,,,,,,
"D. Ozoliņa ""Raganas"", Etn. III, 1893.",Dienas Lapa,DL,periodika,,,,,,
"D. Ozoliņa ""Raganas"", Etn. III, 1893.",Dienas Lapa,DL,periodika,,,,,,
"D. Ozoliņa ""Raganas"", Etn. III, 1893.",Dienas Lapa,DL,periodika,,,,,,
"D. Ozoliņa ""Raganas"", Etn. III, 1893.",Dienas Lapa,DL,periodika,,,,,,
"D. Ozoliņa ""Raganas"", Etn. III, 1893.",Dienas Lapa,DL,periodika,,,,,,
"D. Ozoliņa ""Raganas"".",Dienas Lapa,DL,periodika,,,,,,
"D. Ozoliņa ""Raganas"".",Dienas Lapa,DL,periodika,,,,,,
"D. Ozoliņa ""Raganas"".",Dienas Lapa,DL,periodika,,,,,,
"D. Ozoliņa ""Raganas"". Etn. 1893.",Dienas Lapa,DL,periodika,,,,,,
"D. Ozoliņa ""Raganas"". Etn. II, 1893, 79.",Dienas Lapa,DL,periodika,,,,,,
"D. Ozoliņa ""Raganas"". Etn. III, 1893.",Dienas Lapa,DL,periodika,,,,,,
"D. Ozoliņa ""Raganas"". Etn. III, 1893.",Dienas Lapa,DL,periodika,,,,,,
"D. Ozoliņa ""Raganas"". Etn. III, 1893.",Dienas Lapa,DL,periodika,,,,,,
"D. Ozoliņa ""Raganas"". Etn. III, 1893.",Dienas Lapa,DL,periodika,,,,,,
"D. Ozoliņa ""Raganas"". Etn. III. 1893.",Dienas Lapa,DL,periodika,,,,,,
"D. Ozoliņa ""Svētku laiki"", Etn. II, 1892.",Dienas Lapa,DL,periodika,,,,,,
"D. Ozoliņa ""Svētku laiki"". Etn II, 1892.",Dienas Lapa,DL,periodika,,,,,,
"D. Ozoliņa ""Svētku laiki"". Etn. II, 1892, 104.",Dienas Lapa,DL,periodika,,,,,,
"D. Ozoliņa ""Svētku laiki"". Etn. II, 1892.",Dienas Lapa,DL,periodika,,,,,,
"D. Ozoliņa ""Svētku laiki"". Etn. II, 1892.",Dienas Lapa,DL,periodika,,,,,,
"D. Ozoliņa ""Svētku laiki"". Etn. II, 1892.",Dienas Lapa,DL,periodika,,,,,,
"D. Ozoliņa ""Svētku laiki"". Etn. II, 1892.",Dienas Lapa,DL,periodika,,,,,,
"D. Ozoliņa kr. Etn. 1, 1891.",Dienas Lapa,DL,periodika,,,,,,
"Dien. Lap. 1887, nr. 255.",Dienas Lapa,DL,periodika,,,,,,
"Dienas Lapa, 1886.",Dienas Lapa,DL,periodika,,,,,,
"Etn. I, 1891.",Dienas Lapa,DL,periodika,,,,,,
